"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"4330","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/232235","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","02-Mar-2026","MINU KUMAR","Payment Success","498471"
"4331","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/236743","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","11-Mar-2026","CHIRAG KUMAR SHUKLA","Payment Success","997316"
"4332","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/232216","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","19-Jan-2026","CHIRAG KUMAR SHUKLA","Payment Success","1491573"
"4333","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18407/2025-2026/238160","GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA)","Shri Manan Kumar Mishra (2024-28) (2024-2028)","Elected MP","13-May-2026","CHIRAG KUMAR SHUKLA","Payment Success","1471499"
"4334","Rajasthan","Construction of community centers and community halls","WS/MP18285/2025-2026/252793","BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","31-Dec-2025","KUNJ ENTERPRISES","Payment Success","799867"
"4335","Assam","Construction of community centers and community halls","WS/MP073/2025-2026/249790","BONGAIGAON(Deputy Commissioner Bongaigaon_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","24-Dec-2025","CONSTRUCTION OF ZUBEEN GARG KHETRA","Payment Success","2400000"
"4336","Assam","Construction of community centers and community halls","WS/MP073/2025-2026/249790","BONGAIGAON(Deputy Commissioner Bongaigaon_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","03-Jul-2026","CONSTRUCTION OF ZUBEEN GARG KHETRA","Payment Success","1200000"
"4337","Tamil Nadu","Construction of community centers and community halls","WS/MP165/2026-2027/213228","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","17-Aug-2026","PARAMESWARI V","Payment Success","1327648"
"4338","Tamil Nadu","Purchase of hospital equipment","WS/MP165/2024-2025/177920","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","05-Mar-2026","Nipro Medical India Private Limited","Payment Success","598500"
"4339","Tamil Nadu","Purchase of hospital equipment","WS/MP165/2024-2025/177920","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","05-Mar-2026","Nipro Medical India Private Limited","Payment Success","598500"
"4340","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18283/2025-2026/238290","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Shri Subhasish Khuntia (2024-30) (2024-2030)","Elected MP","10-Feb-2026","MAMATA SAHOO","Payment Success","900000"
"4341","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP132/2025-2026/167732","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","24-Dec-2025","MAMATA SAHOO","Payment Success","200000"
"4342","Punjab","Setting up of community effluent treatment plants","WS/MP140/2024-2025/177654","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","01-Jan-2026","AVTAR SINGH","Payment Success","39000"
"4343","Punjab","Setting up of community effluent treatment plants","WS/MP140/2024-2025/177654","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","01-Jan-2026","AVTAR SINGH","Payment Success","56550"
"4344","Assam","Construction of buildings for community cultural activities","WS/MP831/2025-2026/217518","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","02-Apr-2026","RAKET BRAHMA","Payment Success","750000"
"4345","Assam","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP831/2025-2026/179712","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","14-Jul-2026","RAKET BRAHMA","Payment Success","500000"
"4346","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2025-2026/147357","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","11-Mar-2026","RAKET BRAHMA","Payment Success","125000"
"4347","Assam","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP831/2025-2026/147357","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","24-Dec-2025","RAKET BRAHMA","Payment Success","375000"
"4348","Assam","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP831/2025-2026/179712","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","05-Feb-2026","RAKET BRAHMA","Payment Success","1500000"
"4349","Himachal Pradesh","Construction of footpaths and pedestrian ways","WS/MP078/2023-2024/25527","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","29-Dec-2025","EOMC Nahan","Payment Success","500000"
"4350","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP18362/2026-2027/285266","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","21-Jul-2026","Executive Eng MPEB Mandsaur","Payment Success","171462"
"4351","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP18362/2026-2027/275393","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","29-Jun-2026","Executive Eng MPEB Mandsaur","Payment Success","143000"
"4352","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP18362/2025-2026/213597","MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA)","Shri Banshilal Gurjar (2024-30) (2024-2030)","Elected MP","29-Dec-2025","Executive Eng MPEB Mandsaur","Payment Success","339973"
"4353","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18297/2025-2026/249487","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","29-Dec-2025","Gp Gudha","Payment Success","300000"
"4354","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18297/2025-2026/249487","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","22-Jul-2026","Gp Gudha","Payment Success","200000"
"4355","Kerala","Construction of buildings for crèches and anganwadies","WS/MP099/2025-2026/233093","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","05-Jan-2026","K BAIJU KUMAR","Payment Success","497386"
"4356","Kerala","Construction of buildings for crèches and anganwadies","WS/MP099/2025-2026/233093","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","16-Mar-2026","K BAIJU KUMAR","Payment Success","711447"
"4357","Kerala","Construction of buildings for crèches and anganwadies","WS/MP099/2025-2026/233093","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","07-Jul-2026","K BAIJU KUMAR","Payment Success","771425"
"4358","Punjab","Construction of community centers and community halls","WS/MP140/2023-2024/107762","Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","27-Dec-2025","JAGJIT ELECTRIC WORKS BANGA","Payment Success","16500"
"4359","Himachal Pradesh","Installing hand pumps","WS/MP078/2025-2026/235487","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","05-Jan-2026","Block Development officer Nahan","Payment Success","100000"
"4360","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234863","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","02-Aug-2026","OMPRAKASH","Payment Success","105028"
"4361","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234873","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","02-Aug-2026","OMPRAKASH","Payment Success","105162"
"4362","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234875","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","02-Aug-2026","OMPRAKASH","Payment Success","101835"
"4363","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234863","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","14-Jan-2026","OMPRAKASH","Payment Success","324352"
"4364","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234873","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","14-Jan-2026","OMPRAKASH","Payment Success","324352"
"4365","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234875","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","14-Jan-2026","OMPRAKASH","Payment Success","324352"
"4366","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP108/2025-2026/189899","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","30-Dec-2025","THE VIJAY MAJOOR KAMGAR SAHAKARI SOCIETY","Payment Success","941620"
"4367","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP108/2025-2026/189898","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","30-Dec-2025","THE VIJAY MAJOOR KAMGAR SAHAKARI SOCIETY","Payment Success","942325"
"4368","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP108/2025-2026/189900","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","30-Dec-2025","THE VIJAY MAJOOR KAMGAR SAHAKARI SOCIETY","Payment Success","941908"
"4369","Punjab","Purchase of mobile water tankers","WS/MP140/2025-2026/192788","Tarn Taran(DEPUTY COMMOSSIONER TARN TARAN_IDA_2)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","28-Dec-2025","GP Thathian Mahantan","Payment Success","365800"
"4370","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18428/2025-2026/234790","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","01-Jan-2026","THONDA SUJAN","Payment Success","495907"
"4371","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18428/2025-2026/234789","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","30-Dec-2025","THONDA SUJAN","Payment Success","486236"
"4372","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18402/2025-2026/228444","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","19-Jun-2026","The Mahakal Coop L and C Society ltd","Payment Success","432702"
"4373","Haryana","Security gates in streets/public place for safety purpose","WS/MP18402/2025-2026/227824","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","13-Mar-2026","The Mahakal Coop L and C Society ltd","Payment Success","423307"
"4374","Haryana","Construction of shelters for animals","WS/MP18402/2025-2026/175544","JIND(DEPUTY COMMISSIONER JIND)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","13-Jan-2026","THE VIRENDRA CO OP LAND C SOCIETY","Payment Success","871539"
"4375","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18298/2025-2026/214412","Jodhpur Gramin(DISTRICT COLLECTOR JODHPUR RURAL_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","15-Feb-2026","U R TRADING COMPANY","Payment Success","699603"
"4376","Rajasthan","Construction of bus-sheds or bus-stops","WS/MP18298/2025-2026/214413","Jodhpur Gramin(DISTRICT COLLECTOR JODHPUR RURAL_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","12-May-2026","U R TRADING COMPANY","Payment Success","498391"
"4377","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP147/2025-2026/226165","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","06-Jan-2026","PANWAR CONSTRUCTION COMPANY","Payment Success","1498665"
"4378","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2025-2026/193116","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","18-Jun-2026","PANWAR CONSTRUCTION COMPANY","Payment Success","1000000"
"4379","Rajasthan","Construction of public libraries and reading rooms","WS/MP147/2025-2026/188328","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","02-Jan-2026","M R CONSTRUCTION COMPANY","Payment Success","997151"
"4380","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP843/2025-2026/180325","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","06-Jan-2026","SATNAM SINGH JCB CONTRACTOR","Payment Success","24000"
"4381","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234852","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","14-Apr-2026","jaipal","Payment Success","124098"
"4382","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234849","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","14-Apr-2026","jaipal","Payment Success","249303"
"4383","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234849","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","25-Feb-2026","jaipal","Payment Success","750000"
"4384","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP148/2025-2026/234852","Deeg(DISTRICT COLLECTOR Deeg_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","25-Feb-2026","jaipal","Payment Success","375000"
"4385","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18292/2025-2026/228984","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030)","Elected MP","02-Jan-2026","GRAM PANCHAYAT KARYALAY MARKHEL","Payment Success","999000"
"4386","Rajasthan","Construction of public libraries and reading rooms","WS/MP147/2025-2026/206771","BARMER(DISTRICT COLLECTOR BARMER_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","01-Jan-2026","MS BHAGWATI CONSTRUCTION COMPANY","Payment Success","700000"
"4387","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/213798","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","08-Jan-2026","GRAM PANCHAYAT HARIPUR","Payment Success","50000"
"4388","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/213797","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","08-Jan-2026","GRAM PANCHAYAT HARIPUR","Payment Success","50000"
"4389","Punjab","Purchase of motor boats for flood and cyclone prone areas","WS/MP140/2023-2024/7453","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","17-Feb-2026","THE LOHGARH CO OP SOCIETY LTD","Payment Success","772663"
"4390","Karnataka","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP086/2025-2026/166610","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","31-Dec-2025","THE TANYA CO OPERATIVE CONSTRUCTION SOCIETY LIMITED","Payment Success","207829"
"4391","Karnataka","Construction of public toilets and bathrooms","WS/MP18296/2025-2026/162099","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","03-Feb-2026","THE TANYA CO OPERATIVE CONSTRUCTION SOCIETY LIMITED","Payment Success","142176"
"4392","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2025-2026/213245","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2026","Maninder Singh Mistery Mirpur","Payment Success","28740"
"4393","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18332/2026-2027/275293","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","10-Aug-2026","sanjeet kumar","Payment Success","1481788"
