"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"10686","Normal/Others","WS/MP847/2025-2026/195900-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10687","Normal/Others","WS/MP847/2025-2026/195901-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10688","Normal/Others","WS/MP847/2025-2026/195902-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10689","Normal/Others","WS/MP847/2025-2026/195903-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10690","Normal/Others","WS/MP847/2025-2026/195904-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10691","Normal/Others","WS/MP847/2025-2026/195919-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10692","Normal/Others","WS/MP847/2025-2026/195920-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10693","Normal/Others","WS/MP847/2025-2026/195921-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10694","Normal/Others","WS/MP847/2025-2026/195922-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10695","Normal/Others","WS/MP847/2025-2026/195923-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10696","Trust and Society","WS/MP18387/2025-2026/195937-Construction of rooms and halls in school and colleges","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Shri Hardev Mishra Samaj Kalyan Bal Vidya Mandir, Sakhopar (Bhadasar Khas) Captanganj, Kushinagar mein class room ke nirmaan ke liye","02-May-2025","400000","06-Mar-2026"
"10697","Trust and Society","WS/MP18387/2025-2026/195938-Construction of rooms and halls in school and colleges","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Babu Brijbihari Singh Mahavidyalaya, Sahajwalia, Post Sikta mein boundary wall ke nirmaan ke liye","02-May-2025","400000","20-Nov-2025"
"10698","Trust and Society","WS/MP18387/2025-2026/195948-Construction of rooms and halls in school and colleges","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Block  Motichak ke late. Shrimati Kalma Devi Inter College Vishunpura Chiurapali, Kushinagar mein class room ke nirmaan ke liye.","02-May-2025","400000","23-Jul-2025"
"10699","Normal/Others","WS/MP171/2025-2026/195950-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Jogulamba Arch Gate, Alampur X Road at Pullur V Undavelli Mo, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10700","Normal/Others","WS/MP171/2025-2026/195951-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Jogulamba Railway Halt at Undavelli V AND M, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10701","Normal/Others","WS/MP171/2025-2026/195952-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Nandeeshwara Statue, X Road Budidapadu V, Undavelli MO, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10702","Normal/Others","WS/MP171/2025-2026/195953-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Anjaneya Swamy Temple Budidapadu V, Undavelli MO, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10703","Normal/Others","WS/MP171/2025-2026/195954-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Jammulamma Temple at Konair V, Alampur M, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10704","Normal/Others","WS/MP171/2025-2026/195955-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Ramalayam at Yapaldevipad, Bhimavaram V, Alampur M, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10705","Normal/Others","WS/MP171/2025-2026/195956-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Anjaneyaswamy Temple, Bhimavaram(V), Alampur(M), Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10706","Normal/Others","WS/MP171/2025-2026/195957-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights in SC Colony Yapaldevpad, Bhimavaram V, Alampur M, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10707","Normal/Others","WS/MP171/2025-2026/195958-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Shivanjaneyaswamy Temple(East Side), Vavilala V, Itikyal M, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10708","Normal/Others","WS/MP171/2025-2026/195959-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights Beside Shivanjaneyaswamy Temple South Side, Vavilala V, Itikyal M, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10709","Normal/Others","WS/MP171/2025-2026/195960-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Yoga Narasimha Swamy Temple at Alampur, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10710","Normal/Others","WS/MP171/2025-2026/195961-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Suryanarayana Swamy Temple at Alampur, Jogulamba Gadwal District","02-May-2025","175000","01-Aug-2025"
"10711","Normal/Others","WS/MP171/2025-2026/195962-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights West Side of Parking Area(South West Corner) of Balabrahmeshwara Swamy Temple at  Alampur, Jogulamba Gadwal District","02-May-2025","175000","01-Aug-2025"
"10712","Normal/Others","WS/MP171/2025-2026/195963-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights West Side of Parking Area(North West Corner) of Balabrahmeshwara Swamy Temple at  Alampur, Jogulamba Gadwal District","02-May-2025","175000","01-Aug-2025"
"10713","Normal/Others","WS/MP171/2025-2026/195964-Lighting of public spaces","Telangana","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","Providing LED High-Mast Lights near Goshala in front of Balabrahmeshwara Swamy Temple at  Alampur, Jogulamba Gadwal District","02-May-2025","175000","20-Aug-2025"
"10714","Trust and Society","WS/MP18387/2025-2026/195973-Construction of rooms and halls in school and colleges","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Swami Parmahans Laghu Madhyamik Vidyalaya, Sajanv Deoria mein class room ke nirmaan ke liye","02-May-2025","400000","14-Jul-2025"
"10715","Normal/Others","WS/MP18387/2025-2026/195977-Construction of rooms and halls in school and colleges","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","S.D.D. Public School Mathauli, Kushinagar mein class room ke nirmaan ke liye","02-May-2025","400000","09-Oct-2025"
"10716","Normal/Others","WS/MP18387/2025-2026/195979-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","GP Raghunathpur mein Pancham Nishad ke Dukaan se Bhupendra Pratap Singh ke Ghar ke Samne se Hote Hue Ramsumirit, Madan Nishad ke Ghar Tak 100 Meter C.C. Road Ka Nirman Karya","02-May-2025","898261","12-Sep-2025"
"10717","Normal/Others","WS/MP18387/2025-2026/195981-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Block Captanganj ke Gram Sabha Avarahi Kritpura (Tola Thakurai) mein Haribhajan Nishad ke ghar se Pappu Singh ke ghar hote hue Chaurasia ke ghar tak 100 meter CC road ka nirmaan karya.","02-May-2025","898373","21-Nov-2025"
"10718","Normal/Others","WS/MP18387/2025-2026/195982-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Kasya-Padrauna Marg NH-28 se Dharmpur Bujurg mein Main Sadak Jaane Wali Ramnaresh Singh ke Ghar Tak 500 Meter Pitch Road Ka Nirman Karya","02-May-2025","897451","03-Sep-2025"
"10719","Normal/Others","WS/MP18387/2025-2026/195984-Construction of rooms and halls in school and colleges","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Block Ramkola ke GP Deoria Babu Tola Belwaniya Pitch se Khadanja Se hokar Jaane Wali Sadak Ammar Bhagat ke Khet ke Bagal Se Hote Hue Antyeshti Sthal Tak 125 Meter C.C. Road Ka Nirman Karya","02-May-2025","1050921","04-Sep-2025"
"10720","Normal/Others","WS/MP18387/2025-2026/195985-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Nagar Panchayat Sukrauli Ward No. 1 Ambedkar Nagar mein Karmakari Chowk se Hazariya Mata Mandir wale road par 100 m CC Road ka Nirman Karya","02-May-2025","896313","04-Sep-2025"
"10721","Normal/Others","WS/MP18387/2025-2026/195993-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Block Sukrauli ke GP Kohrauli mein Saadhan Sahkari Samiti Godam se Sate Road par 100 m CC Road ka Nirman Karya.","02-May-2025","897991","04-Sep-2025"
"10722","Normal/Others","WS/MP18387/2025-2026/195995-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Katanwar Road Padrauna mein Damodar Chauhan ke Ghar se Brahma Patel ke Ghar tak 100 m CC Road ka Nirman Karya.","02-May-2025","894722","04-Sep-2025"
"10723","Normal/Others","WS/MP18387/2025-2026/195998-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Ramkola se Padrauna Main Road se Paterha mein Maa Durga Mandir jaane wale road ka 100 m CC Road ka Nirman Karya","02-May-2025","895954","04-Sep-2025"
"10724","Normal/Others","WS/MP18387/2025-2026/195999-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Sharad Colony Padrauna mein Shiv Mandir se Rajput Colony Marg par 100 m CC Road ka Nirman Karya","02-May-2025","894725","04-Sep-2025"
"10725","Normal/Others","WS/MP18387/2025-2026/196006-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","GP Singha ke Nebua Naurangiya mein Main Road se Pinku Shahi ke Ghar tak 100 m CC Road ka Nirman Karya","02-May-2025","897705","09-Oct-2025"
"10726","Normal/Others","WS/MP146/2025-2026/196007-Providing drains and gutters for public drainage","Rajasthan","TONK(DISTRICT COLLECTOR TONK_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","Construction of drainage (Nala) for disposal of water at Dhanna Talai and its developmental works Opposite Murgi Firm STP Plant at Nagar Parishad Tonk in Tonk district","03-May-2025","5000000","26-Dec-2025"
"10727","Trust and Society","NA-Construction of rooms and halls in school and colleges","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Block Khadda Gram Rampur Bangar mein S. P. C. Shantiniketan Shishu Vidyalaya mein Class Room Nirman","02-May-2025","400000","NA"
"10728","Normal/Others","WS/MP18387/2025-2026/196009-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Gram Sabha Kuiyan Block Nebua Naurangiya mein Shrikant ke Ghar se Chhathu Gupta ke Khet tak 100 m CC Road ka Nirman Karya","02-May-2025","897811","04-Sep-2025"
"10729","Normal/Others","WS/MP18387/2025-2026/196018-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","GP Raipur Bhaisehi Block Nebua Naurangiya mein Kedar ke Ghar se Yogendra Tiwari ke Khet tak 100 m CC Road ka Nirman Karya","02-May-2025","897589","04-Sep-2025"
"10730","Normal/Others","WS/MP18387/2025-2026/196019-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Block Motichak ke GP Gaunariya mein Maan Singh ke Ghar se Narad Singh ke Ghar tak 100 m CC Road ka Nirman Karya","02-May-2025","894351","04-Sep-2025"
"10731","Normal/Others","WS/MP847/2025-2026/196033-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","06-Jun-2025"
"10732","Normal/Others","WS/MP847/2025-2026/196034-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","06-Jun-2025"
"10733","Normal/Others","WS/MP847/2025-2026/196035-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10734","Normal/Others","WS/MP847/2025-2026/196036-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10735","Normal/Others","WS/MP847/2025-2026/196037-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","09-Jun-2025"
"10736","Normal/Others","WS/MP847/2025-2026/196043-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","06-Jun-2025"
"10737","Normal/Others","WS/MP847/2025-2026/196044-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","06-Jun-2025"
"10738","Normal/Others","WS/MP847/2025-2026/196045-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","Led Semi High Mast Light (6LED) with 170-watt, 9 meter pole","02-May-2025","240944","06-Jun-2025"
